question,choices,answer
"When a person drinks, becoming inebriated, how are they likely to move?","['jumping', 'drunkenness', 'paralysis', 'staggering', 'fights']",D
"The student had difficulties reading, he would furrow his brow while doing what on a line of the book?","['concentrating', 'concentration', 'acquiring knowledge', 'sleeping', 'written material']",A
The oven was left open after turning off to do what?,"['roast', 'baking food', 'cool temperature', 'heat', 'bake']",C
"James and Holly were getting a divorce. They didn't like it, but they needed it.  What might they be trying to avoid?","['being single', 'tears', 'children suffer', 'anger', 'no spouse']",C
"If a person throws a coin in the water, where is that person likely?","['ocean', 'in a car', 'wishing well', 'lake or river', 'rain cloud']",C
What do people do when they don't understand something?,"['ask questions', 'experience joy', 'believe in god', 'talk to each other', 'get sick']",A
"If there is a pond with tall building around it, where is it unlikely to be?","['town', 'forest', 'countryside', 'rural area', 'park']",D
What do children like to do in the car?,"['throw things', 'say the alphabet', 'hear stories', 'play with toys', 'play games']",D
What could have a knob but not a display?,"['television', 'control panel', 'opening doors', 'hardware store', 'hardware']",B
Other than women's leggings what is commonly made of nylon?,"['drawer', 'many products', 'stockings', 'rope', 'shoes']",D
"A person broke up with me, what do I have now?","['annoyance', 'hospitalized', 'schizophrenia', 'broken heart', 'stress']",D
"He was washing hands, what happened to his hands as a result?","['jazz hands', 'health', 'become wet', 'skin irritation', 'dry skin']",C
Where could you hear an organ being played?,"['system', 'veterinarian', 'human body', 'cathedral', 'music store']",D
What in a car could have an led?,"['electronics', 'dashboard', 'electronic equipment', 'display', 'pc board']",B
Where do people go to see animals?,"['surface of earth', 'state park', 'zoos', 'laboratory', 'garden']",C
They party animals starting drinking in the evening and weren't done until when?,"['afternoon', 'dusk', 'daytime', 'night', 'dawn']",E
"Males can sometimes have explicit fantasies while sleeping, this can lead to what stiff situations?","['nightmares', 'death', 'desires', 'erections', 'dreams']",D
"Playing poker can be casual, but for others they play in tournaments for the prizes and challenge of what?","['fun', 'casinos', 'competition', 'social event', 'losing money']",C
John loves to eat baked potato but he doesn't have time to cook. Where might he go for potatoes?,"['restaurants', 'pantry', 'store', 'root cellar', 'casserole']",A
John thought that using television is different from listening to radio. How is television different from radio?,"['visual', 'conformity', 'audio', 'entertained', 'laziness']",A
"The Blowfish make music for their lead, they are a what?","['rock band', 'sea of japan', 'atlantic ocean', 'fish market', 'seafood']",A
Where is a tin likely to have food in it?,"['pizza hut', 'hardware store', 'grocery store', 'antique store', 'cupboard']",C
Where would you hear a viola along side many other string and brass instruments?,"['symphony', 'band', 'create music', 'orchestra', 'string quartet']",D
What would you most likely use a blower to remove snow from?,"['canada', 'ground', 'mountains', 'surface of earth', 'yukon']",B
"She let him know he was being over the top, and that his antics where a little what?","['much', 'plenty', 'larger', 'lot of', 'big']",A
"Seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what?","['build', 'anxiety', 'celebrate', 'very nice', 'ocean']",B
Kissing is normally an activity reserved for your romantic what?,"['anus', 'partner', 'arousal', 'trust', 'cooperation']",B
Where are you not likely to find an apple tree?,"['new york', 'washington state', 'valley', 'rainforest', 'park']",A
Where are floors kept clean for holy purposes?,"['restaurant', 'basement', 'all buildings', 'carpet', 'synagogue']",E
What does someone do to win while competing?,"['sweat', 'perform better', 'tension', 'winning or losing', 'win']",B
Where would you find a window in a house?,"['front door', 'space shuttle', 'wall', 'office', 'car']",C
Where would you put a rubber stamp after using it?,"['desk', 'art class', 'office', 'table', 'indiana']",A
"He was suffering from boredom, the security guard would let him grind his favorite spot on his what?","['meet interesting people', 'listen to music', 'deck', 'play cards', 'skateboard']",E
"The jeweler was impressed by the quality of the diamonds, why was he so impressed?","['rare', 'pretty', 'shine', 'clear', 'translucent']",D
Where would you put your change if you will not need to use it soon?,"['purse', 'slot machine', 'jar', 'pocket', 'casino']",C
What does hearing someone play violin beautifully make you?,"['buy earplugs', 'inspiring', 'guitar', 'make music', 'like music']",B
"The people wanted to stop the parade, so what did they set up to thwart it?","['carnival', 'public place', 'apartment', 'space shuttle', 'roadblock']",E
What could prevent someone from buying chistmas presents?,"['happiness', 'lack of money', 'stress', 'relief', 'exhiliration']",B
What must a crab cross to reach the ocean?,"['lakes', 'shore line', 'shallow waters', 'tidepools', 'atlantic ocean']",B
When you need to rest it's often because you have been doing what?,"['action', 'sleep', 'sleeping', 'in motion', 'using energy']",E
What divider is often between two buildings that cars drive on?,"['fork in road', 'sidewalk', 'living room', 'street', 'binder']",D
What do singers need to do before a show?,"['warm up', 'use microphones', 'clear throats', 'create music', 'sound beautiful']",A
Talking to someone is pointless if they're doing what?,"['dry mouth', 'whispering', 'being heard', 'eye contact', 'not listening']",E
"The electrode wouldn't spark, it turned out that the what hadn't been connected?","['battery', 'electronic equipment', 'electrolytic cell', 'charge', 'tube']",A
Where is a lake likely to be warm but untouched?,"['mountains', 'new york', 'the surface', 'michigan', 'countryside']",E
There are many dance clubs and higher rates of obesity where?,"['united states', 'ohio', 'toun', 'michigan', 'fast food restaurants']",A
Where always has a large amount of trash that only grows?,"['dumpster', 'detroit', 'garbage dump', 'state park', 'subway']",C
"They were surprised that he enjoy rap, but he explained that every genre has what?","['classical', 'country music', 'hip hop', 'rock', 'good music']",E
Where are books often kept in a home?,"['cabinet', 'shelf', 'obesity', 'table', 'backpack']",B
What is a good thing to do while eating?,"['chewing', 'drink', 'watching tv', 'watching television', 'talking']",B
"The child asked what a mammoth was, so his grandpa got a volume of the what out to show the child?","['ancient times', 'excavations', 'south dakota', 'encyclopedia', 'backyard']",D
"Hoping for a beautiful day, what did the clouds do that disappointed everyone?","['homely', 'overcast', 'hideous', 'overrated', 'misshapen']",B
"While walking the student needed to store his writing insturment away, where did he put it?","['desk drawer', 'cabinet', 'purse', 'classroom', 'pocket']",E
"The munitions were loaded onto the launch platform, where were they?","['at cape canaveral', 'trapeze', 'battleship', 'nasa', 'kitchen']",C
What would you put furniture on top of?,"['roof', 'room', 'floor', 'apartment', ""neighbor's house""]",C
What could you get an unsmooth pit from?,"['backyard', 'rock', 'mine', 'cherry', 'peach']",E
Where are trees likely to be very thick?,"['orchard', 'forest', 'state park', 'countryside', 'jungle']",B
Where might a child go who has no home?,"['school', 'orphanage', 'most homes', 'recreational', 'pen']",B
Where would a cat be digging for a mouse?,"['compost pile', 'floor', 'hostel', 'milky way galaxy', 'back alley']",A
If you put a newspaper on the floor and walk on it what is it taking the place of?,"['front door', 'jail', 'rug', 'porch', 'towel']",C
What do criminals do when they are caught?,"['they feel happy', 'realise error of ways', 'take money', 'serving time', 'arm themselves']",D
"The door to door salesman asked for the homeowner, but the man didn't what?","['cut grass', 'own home', 'telephone call', 'answer telephone call', 'receive mail']",B
What is the result of applying for  job?,"['anxiety and fear', 'increased workload', 'praise', 'less sleep', 'being employed']",E
What is the best way to release energy?,"['yell', 'think', 'exercise', 'rest', 'work off']",C
How do most people communicate?,"['dance together', 'speak words', 'fight', 'own cars', 'believe in god']",B
What are you about to do If you're going to study in a library?,"['concentrating', 'concentration', 'settle down', 'read books', 'concentrate']",D
"The child wanted his cereal bowl and knew he could reach it, where would he find it?","['breakfast food', 'china shop', 'kitchen cabinet', 'refrigerator', 'cupboard']",C
"She was not lying intentionally, but she had a powerful what?","['duplicitous', 'dishonesty', 'poker face', 'imagination', 'deceitful']",D
Where could you find a blowfish in a zoo?,"['jungle', 'sea water', 'cuba', 'atlantic ocean', 'lake']",C
John is careful about to eating dinner that is healthy because he wants to experience what?,"['indigestion', 'living longer', 'eating', 'acid reflux', 'stomach ache']",B
Where is a flute likely to be in a pit?,"['party', 'orchestra', 'musical instrument store', 'marching band', 'symphony']",B
"To avoid tripping while moving through your home, where should you have a light source?","['street', 'sky', 'flashlight', 'books', 'hallway']",E
"If you were to take Communion on a Sunday morning, what you expect the glass on the walls to be?","['many different colors', 'hold water', 'break easily', 'dirty', 'shattering']",A
What type of group is a bugle used in?,"['brass band', 'music store', 'home', 'army corps', 'american army']",A
"If someone decided to go somewhere an hour away, they would be doing what in an hour?","['meet', 'arriving', 'have fun', 'walk away', 'travel']",B
Where does a heifer end?,"['barnyard', 'slaughter house', 'farm house', 'stockyard', 'butcher shop']",B
"When a person has lost all hope, what do they tend to do?","['buy a car', 'expect miracles', 'pay bills', 'think of life', 'form friendships']",B
Where is homemade food often stored?,"['supermarket', 'jar', 'backpack', 'wal-mart', 'container']",B
"The team was able to communicate effectively, they knew what each other would what?","['send email', 'talk with people', 'ring up the president of bermuda', 'think', 'speak to']",D
What could have a hot handle?,"['carrying things', 'coffee cup', 'iron', 'frying pan', 'briefcase']",D
What is a heat source that can be obtained for free?,"['bedroom', 'fire', 'car', 'solar energy', 'gasoline']",D
"If a phoneless person needs to make a call from a public phone, where might they find one?","['office', 'desktop', ""neighbor's house"", 'movie theater', 'rest area']",E
"The scientist sought endangered toucans in the forest, where was he looking?","['temperate zone', 'south america', 'countryside', 'africa', 'earth']",B
What does a person who is lazy want?,"['healthy children', 'own house', 'college degree', 'easy life', 'treated with respect']",D
If you need to store old clothes and want to keep moths away you can put them in what large rectangular storage container?,"['trunk', 'basement', 'trash', 'trash', 'box']",A
"Unlike a spider and his many sight seers, people only have what?","['tongues', 'names', 'brains', 'feelings', 'two eyes']",E
"The paper towels are usually in plain sight in the kitchen, where did the dad go next to find them?","['pantry', 'cabinet', 'grocery store', 'waste bin', 'market']",A
Where are there likely to be high tech computers?,"['space shuttle', 'library', 'post office', 'internet cafe', 'mit']",A
Where will glue stay usable?,"['closed container', 'art room', 'sticky', 'desk drawer', 'cabinet']",A
"The rats were hiding in the house, where were they?","['sewers', 'laboratory', 'basement', 'clinic', 'cellar']",E
What is a reason for hiking?,"['adventure', 'walking', 'becoming tired', 'fatigue', 'exercise']",E
"Everybody has some sort of creativity, it's the best way to what?","['create art', 'write', 'sew', 'create idea', 'express yourself']",E
Where do you hear music when moving between floors?,"['elevator', 'speakers', 'opera', 'cassettes', 'theatre']",A
Where is a statute found on a platform?,"['below', 'arena', 'concert hall', 'museum', 'building']",D
The drum is a key part of which kind of musical organization?,"['vessel', 'rock band', 'marching band', 'music store', 'symphony orchestra']",B
If you have a cat what will it do after your setting a cup on a table?,"['tinkling sound', 'doesn', 'explore', 'spillage', 'knocking over']",E
What would people do if they want to have fun?,"['commit crimes', 'part company', 'hungry', 'go swimming', 'believe in god']",D
"He was scared of skiing after the accident, what did he want to avoid in general?","['broken spirit', 'healthy body', 'broken bones', 'cold nose', 'broken legs']",C
James is driving to work.  He's late and he's going very quickly.  What is he at risk of getting?,"['boredom', 'use gas', 'get to work', 'diabetes', 'speeding ticket']",E
"Someone left their shopping bag behind when they grabbed a bit to eat, where is the bag likely?","['atlantis', 'retail store', 'closet', 'grocery store', 'restaurant']",E
"While John Candy and Dan Aykroyd didn't run into a gazelle, you'd have to go where to see one?","['eastern hemisphere', 'the city', 'open plain', 'television program', 'great outdoors']",E
What kind of building would you expect to find a skylight?,"['roof', 'house', 'windowless room', 'company', 'office building']",B
Where would a person have a small bookshelf?,"['bedroom', 'bathroom', 'book store', 'library', 'furniture store']",A
"Jill walks to the second floor and sits in her cubicle, where is she?","['office building', 'house', 'hotel', 'school', 'a chair']",A
"John was playing football when he suffered a concussion.  He was really worried about the possible consequences of his sport, but the concussion was less scary than what?","['head injuries', 'having fun', 'being sick', 'death', 'getting hurt']",D
"The wind tore off the shingles, what was the wind like?","['dry hair', 'spreading', 'blowing hard', 'change direction', 'wave wheat']",C
What is the main ingredient in any soup?,"['soup', 'ocean', 'puddle', 'chicken', 'glass']",A
"If your evening meal isn't served on a dish, at what kind of eatery are you eating?","['plate', 'dinner', 'food market', 'near perfection', 'fast food restaurant']",E
Billy's mother tripped over a stuffed animal.  She yelled at him not to leave his things where?,"['toy store', 'hall', 'bathroom', 'amusement park', 'fairgrounds']",B
What entity would have a fire extinguisher in their boardroom?,"['boat', 'apartment', 'public building', 'most businesses', 'chemistry lab']",D
"She was worried about driving car, she was worried what might flare up during a long drive?","['michigan', 'car crash', 'automobile accidents', 'backache', 'getting tired']",D
James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?,"['gear shift', 'garage', 'kitchen', 'jewelry store', 'hardware store']",B
James sat in a chair and listened to the speaker.  Where might James be?,"['synagogue', 'grocery store', 'auditorium', 'confession', 'office']",C
"Billy cared about his opponent, in spite of their disagreements.  Because of that, when he lost the primary, Billy began to do what for him?","['proponent', 'supporter', 'falling down', 'advocate', 'dig up skeletons']",D
"After hours of eating, what did he satisfyingly have?","['stomach aches', 'full belly', 'getting full', 'full stomach', 'satisfaction']",D
Someone who had a very bad flight might be given a trip in this to make up for it?,"['first class', 'propitious', 'reputable', 'one', 'sufficient']",A
Where would you go if you want to get many types of goods?,"['shop', 'supermarket', 'shop', 'mall', 'grocery store']",B
Inside what structure do you normally take a bath?,"['room that is upstairs', 'own home', 'hotel room', 'house', 'found in house']",D
Birds sometimes do what to each other to establish dominance?,"['sky', 'mate', 'hatch', 'forest', 'peck']",E
James imagined what he wanted and his mind did what?,"['form images', 'tended', 'hatred', 'play tricks on', 'form thought']",A
Where can meat last a long time?,"['backery', 'ham sandwich', 'fridge', 'butcher shop', 'freezer']",E
What cuisine is joked about eating small dogs?,"['backpack', 'dog show', 'chinese food', 'french', 'good hands']",C
Seafood restaurants are used to draw tourists where?,"['maine', 'shoe shop', 'city', 'boston', 'coastal cities']",E
"What should a person feel when doing responsible action with their pet, such as walking a dog?","['sore feet', 'happy', 'tiredness', 'pride', 'excerise']",D
"When getting in shape, this is something that does wonders?","['eat more', 'starve', 'give up', 'period of recovery', 'jogging']",E
Each generation thinks the next's what just sounds like noise?,"['music', 'ball stopped', 'quietness', 'alerting', 'silence']",A
Why does someone engage in chatting with friends when they want to workout?,"['fun', 'agreement', 'cell phone', 'answers', 'inspiration']",E
What would an adult woman do to get ready for work?,"['drink beer', 'put on make up', 'dress himself', 'work', 'dress herself']",E
"All the adults were sitting quietly in the other room watching TV, they were hoping the baby would what?","['meditate', 'fall asleep', 'join them', 'reading', 'think']",B
What building has a ot of glue bottles?,"['art room', 'police station', 'classroom', 'desk drawer', 'school']",E
Where is the best place to make food?,"['kitchen', 'supermarket', 'table', 'stomach', 'restaurant']",A
Where would a ferret feel most free?,"['classroom', 'north carolina', 'north america', 'great britain', 'outdoors']",E
What do two people know to be talking to each other effectively?,"[""opening one's mouth"", 'listening', 'translator', 'voice', 'language']",E
Where does a potato become softer?,"['optical device', 'garden patch', 'blender', 'pantry', 'vegetable stew']",E
What do you do to someone easily when you love them?,"['kiss', 'ask questions', 'please parents', 'procreate', 'forgive']",E
Bailey couldn't find a place to leave his vehicle because he couldn't find a parking lot anywhere.  It was a very small what?,"['business district', 'city', 'town', 'car', 'vehicle']",C
A person walked into a church that was located near a store.  Where might the church be?,"['hidden', 'synagogue', 'street corner', 'fairy tale', 'hospital']",C
"What city in a North American Country, that isn't the United States, would you expect to find a good french restaurant?","['wine', 'nyc', 'quebec', 'manhattan', 'paris']",C
A cat is a carnivore which means they don't do what?,"['get wet', 'wool sweater', 'eat vegetables', 'hunt prey', 'sharp claws']",C
"Studying for taking final exams can be nerve wracking, especially if you're afraid of what?","['success', 'graduation', 'failure', 'anxiety', 'studying']",C
"You might grab what to smash a large, frightening bug when you're outdoors?","['tree', 'garden', 'meadow', 'rock', 'rug']",D
What may you experience after listening to a boring talk for a long time?,"['fatigue', 'hear things', 'headache', 'anxiety', 'learning']",A
A significant even in someone's life is something that is not what?,"['ignorable', 'insignificant', 'saint', 'negligible', 'slight']",A
Why would people be getting in line?,"['follow others', 'wait turn', 'late', 'have to wait for', 'longer lines']",D
"The farmer needed to go to the dental office, where did he have to go after turning out of his field?","['michigan', 'pub', 'town', 'hospital', 'street']",C
Where could you find a real knight?,"['chess board', 'middle ages', 'video game', 'chess set', 'fairy tale']",B
"During the winter hunt he could hear every motion in the woods, this was because of the what of everything?","['being still', 'silence', 'stationary', 'stillness', 'standing still']",D
Success is usually a product of preparation and what?,"['awards ceremony', 'various situations', 'vocation', 'working hard', 'promotion']",D
What state would have many Mexican restaurants?,"['mexico', 'mexica', 'texas', 'southern california', 'san diego']",D
"The king strolled through his back courtyard, where was near?","['palace', 'garden', 'country estate', 'large house', 'suburbs']",A
Where would you put condiments to stop them from combining with other condiments?,"['cup', 'refrigerator', 'table', 'pantry', 'container']",E
John lives in a farmhouse.  There are many farmhouses close together.  You might describe this place as what?,"['farming community', 'city', 'rural area', 'framer', 'michigan']",A
"James had difficult beginning work, but once it did he didn't stop.  He worked best when he had what?","['panic', 'stress', 'anxiety', 'accomplishing', 'momentum']",E
What is a possible injury from jumping rope?,"['look silly', 'sweating', 'ankle sprain', 'high cholesterol', 'becoming tired']",C
Where do security guards usually drive around in golf carts and protect young adults?,"['concert', 'home', 'airport', 'college', 'university']",E
Where might a traveler keep their comb?,"['shoe', 'pocket', 'suitcase', 'barber shop', 'medicine cabinet']",C
What would happen too you if you are playing game?,"['fall down', 'stress', 'competition', 'having fun', 'entertain']",D
Where can you go to use a piano in your neighborhood if you don't have one?,"['music school', 'music store', ""neighbor's house"", 'lunch', 'drawing room']",C
"If the weather means you what, so do your animals?","['travel', 'get cold', 'feel pain', 'move', 'electrical circuit']",B
"If I wanted to buy a cable, where would I go?","['substation', 'electrical device', 'television', 'radio shack', 'side ports of tv']",D
What do people do for food?,"['talk to each other', 'complete job', 'wear hats', 'kill animals', 'believe in god']",D
What is a synonym for faith?,"['trust', 'move mountains', 'uplift', 'belief', 'experience']",D
If you're using scuba gear in the ocean where are you?,"['beach', 'surface of earth', 'future', 'waterfalls', 'underwater']",E
Sarah filled the thing with peanuts.  What did she fill with peanuts?,"['ballpark', 'box', 'container', 'carnival', 'jar']",E
This is an unavoidable physiological consequence of running.  What is it?,"['breathlessness', 'increased heart rate', 'falling down', 'muscle bulk', 'calluses']",B
Where might a teacher share her books?,"['cabinet', 'classroom', 'shelf', 'bookbag', 'desktop']",B
If you see cars with a light blinking on the driver's side what does that indicate they will do?,"['slow down', 'go forward', 'get to town', 'turn left', 'turn right']",D
"Despite the name a pawn can be quite versatile, all the parts are important in a what?","['chess game', 'scheme', 'chess set', 'checkers', 'north carolina']",A
"If an actor is said to be on the ""small screen"" where would you see them perform?","['opera', 'cell phone', 'movies', 'play', 'television']",E
"The crab realized that it was in danger at the Tokyo fish market, where did it run away to?","['cold water', 'aquarium', 'tidepools', 'pacific ocean', 'boiling water']",D
Where is knight always portrayed as a hero?,"['middle ages', 'chess board', 'kids story', 'fairy tale', 'castle']",D
You can find a monkey in what West African region on the Gulf of Guinea,"['south american country', 'rain forest', 'pay debts', 'works', 'nigeria']",E
If friends comment on the condition of your living space what should you do?,"['socialize', 'go somewhere', 'go to the store', 'clean room', 'going out at night']",D
What do people do in the cold?,"['complete job', 'wear hats', 'wear shorts', 'believe in god', 'kill animals']",B
Where is an athlete likely to be showcased by local fans?,"['sporting event', 'museum', 'stadium', 'locker room', 'olympics']",A
Where would a bell end a scheduled class?,"['church', 'boat', 'school', 'educational institution', 'front door']",C
What do dogs like to eat?,"['bones', 'mice', 'bad breath', 'four legs', 'fleas']",A
Why does someone make sure they are eating breakfast?,"['fullness', 'have energy', 'better day', 'full stomach', 'indulge']",B
Where would there be a connection to go to another place?,"['wires', 'electrical circuit', 'computer network', 'wall', 'freeway']",E
"The student wasn't sure of the answer, what could they do to find it?","['complete test', 'learn to read', 'search on internet', 'ask questions', 'read book']",D
"The whole area was larger than just the baseball stadium, it was an entire what?","['peanut', 'major city', 'large city', 'urban areas', 'sports complex']",E
"When someone is deeply involved while they watch a film, the film must be very?","['ike director', 'have fun', 'see what happens', 'interesting', 'pass time']",D
"Sean was lying about the body, but he was very scared.  He constantly worried about what?","['the reward money', 'hurt feelings', 'being found out', 'problems', 'trouble']",C
What language type is someone from Iran likely to use?,"['books', 'dard', 'sky', 'closed room', 'television']",B
"A wild animal got in and destroyed the carpeting, who is likely at fault?","['cub', 'istanbul', 'home or office', 'man', 'bedroom']",A
Where would you find gazelle under a G?,"['open field', 'ivory coast', 'dictionary', 'steppe', 'encyclopedia']",E
"If you are hungry and going fishing, why would you be going fishing?","['to see the fish', 'have fun', 'catching fish', 'wet clothes', 'killing']",C
What could happen to a cat other than wanting food?,"['feline', 'thirsty', 'sharp claws', 'pussycat', 'hungry']",B
Other than school or from text where can one gain knowledge?,"['book', 'class', 'thinking', 'head', 'meeting']",E
"Wanting to listen to the radio, what did the man do to it?","['play music', 'turn on', 'train', 'blaring', 'radiotracking']",B
"Their food was the same every where you went, the fast food restaurant was standard from Los Angeles to where?","['big cities', 'america', 'new york', 'los angeles', 'center of town']",C
Subway stations are generally found in a?,"['large city', 'london', 'big city', 'toronto', 'chicago']",C
The earth is one planet in what?,"['tree', 'orbit', 'solar system', 'fotograph', 'dreams']",C
"Lilly wanted to see every type of flower that there is.  But this is a tall order, because flowers grow all over what?","['surface of earth', 'netherlands', 'countryside', 'state park', 'anthology']",A
Where must you go for a blood transfusion?,"['gurney', 'person', 'hospital', 'artery', 'vein']",C
"Randy was suffering from great hunger and he didn't even need cheese or toppings, he just wanted to what?","['eat hamburger', 'prepare meal', 'eat breakfast', 'cook dinner', 'buy food']",A
Sarah put her food in a trash can beside her desk.  Where might she have been?,"['bus stop', 'corner', 'office', 'park', 'motel']",C
"The universe is quite vast, most say it is even what?","['mysterious', 'very old', 'full of mysteries', 'infinite', 'real']",D
"A man wanted to catch his favorite show, what is he most likely to do?","['clap', 'feel happy', 'relax', 'record', 'watch television']",E
Where is a person likely to dance to disco in a Bavarian town?,"['germany', 'town', 'rio de janeiro', 'dance dance dance', 'hotel']",A
What is the opposite of remembering?,"['answering question', 'stopping to think', 'knowing', 'closing eyes', 'forgetting']",E
"Dan didn't like what he was seeing, so he turned the control know and flipped it to Andy.  What is the knob on?","['doorway', 'control panel', 'television', 'drawer', 'opening doors']",C
"If a person spends all day at their job, what are they likely doing?","['gain weight', 'walk away', 'work hard', 'turn around', 'getting a burnout']",C
"They were planning a surprise party, a car pulled up and they started to do what the guest of honor?","['send flowers', 'sneaky', 'singing', 'hide from', 'hiding']",D
What did Van Gogh feel when he found his long lost painting?,"['new look', 'physical work', 'new color', 'great relief', 'slashes']",D
"He wanted to but couldn't concentrate on playing game with friends, he wished he could just be doing what with it?","['gaming', 'anger', 'stress', 'injury', 'enjoying']",E
When you dont have a car you take the bus to?,"['get somewhere', 'go home', 'commute', 'get drunk', 'avoid parking hassle']",A
what can get a prisoner in more trouble?,"['dream of freedom', 'attempt to escape', 'do time', 'fast for days', 'scape jail']",B
What southern area not in the US are you  likely to find a marmoset?,"['latin america', 'mountains', 'burrow', 'home', 'new hampshire']",A
Sarah's birds died because she didn't poke holes in the jar and they needed to do what?,"['pick berries', 'sky', 'reproduce', 'roof', 'breathe']",E
Where would you go if you wanted to buy clothes as well as other things?,"['house', 'closet', 'beach', 'clothing store', 'mall']",E
Sam liked getting drunk.  He did it for what?,"['nausea', 'sleep', 'fights', 'vomiting', 'relaxation']",E
In what sort of region would you expect to find a large number of apartment buildings?,"['suburbs', 'urban area', 'urban environment', 'indiana', 'housing unit']",B
What is something children do at home that is very addictive?,"['draw', 'listen to music', 'play chess', 'play basketball', 'watch television']",E
What do you keep in a billfold?,"['identification', 'cell phone', 'hip pocket', 'money', ""man's back pocket""]",D
What could happen after becoming inebriated and then being sent to prison?,"['paralysis', 'regret', 'arrest', 'nudity', 'drunkenness']",B
What is a painful condition that would make going to the opera uncomfortable?,"['fall asleep', 'haircut', 'headache', 'fresh', 'relaxation']",C
"James is a normal person, but sometimes he's under the weather.  Normal people feel what sometimes?","['ill', 'tangential', 'reverse', 'uncommon', 'unconventional']",A
Hurting someone else may cause what consequences for the offender?,"['success', 'sadness', 'hurt feelings', 'legal problems', 'public outcry']",D
"The poker player was not gaining money on the night, what was he doing instead?","['loosing', 'broke', 'lost', 'loss', 'waste']",A
What are people doing when washing hands for a long time?,"['thinking', 'sleeping', 'use soap', 'irritation', 'cleaning dirt off']",A
Where did many municipalities have their cemetery?,"['churchyard', 'personal homes', 'most cities', 'populated area', 'field']",A
What type of game causes players to use their head on the ball?,"['sporting event', 'head ball', 'stadium', 'soccer game', 'hockey game']",D
John wanted to get grapes so he went where?,"['kitchen', 'fruit basket', 'bowl of fruit', 'field', 'farmers market']",A
What does the government have control over?,"['trouble', 'country', 'army', 'city', 'control']",D
John knows that molecules are very important.  Where might John look for them?,"['elements', 'substance', 'anything', 'air', 'hands']",C
What can you do before taking final exams to help with them?,"['study', 'sweat', 'graduation', 'cheat', 'sleep']",A
Where can travellers pull off the road to stretch their legs?,"['rest area', 'airport', 'train station', 'come home', 'bus depot']",A
Where could someone give you a plate with a grape on it?,"['salad', 'restaurant', 'grocery store', 'kitchen', 'food store']",B
"The movie had many a song and dance, it was a what?","['bollywood', 'record', 'musical', 'jukebox', 'napster']",C
"My ficus isn't in my house, but it is protected from bugs, where did I place it?","['window', 'clay pot', 'pots', 'screened porch', 'shady places']",D
"The servant was asked where to put the flowers, what was his status at the wedding?","['free person', 'celebrity', 'boss', 'in charge', 'rich person']",D
What do you buy new cups for when you move in the city?,"['apartment', 'restaurant', 'table', 'zoo', 'kitchen cabinet']",A
What burning  feeling is eating hamburger in large amunts likely to cause?,"['gas', 'being full', 'death', 'heartburn', 'food poisoning']",D
Where would people go after they pick some food to buy in a store?,"['apartment', 'bus depot', ""neighbor's house"", 'restroom', 'end of line']",E
"THe apiarist bought a new queen, where was the queen bound?","['england', 'beehive', 'farmyard', 'monarchy', 'deck of cards']",B
"He couldn't take the match straight to the log and hope to get warm, he first crumpled up some what?","['light fire', 'start fire', 'competition', 'branches', 'burn paper']",E
The trim made a good line between the floor and the what?,"['obesity', 'desk', 'sky', 'wall', 'ceiling']",D
What do we call television that we enjoy watching a lot?,"['legal', 'entertaining', 'complex expensive and inflexible', 'obsolete', 'awesome']",B
"The human looked down longingly as he sat in the orbiting space station, what did he miss?","['nearest house', 'workplace', 'surface of earth', 'office block', 'his feet']",C
Bill's horse escaped it's paddock and ran away to some place it could be free. Where might it have gone?,"['canada', 'circus', 'movies', 'countryside', 'parade']",D
"The bus stop was downtown, who likely is responsible for operating it?","['city', 'urban area', 'towns', 'bus operator', 'airport']",A
John put something on the night table.  But he forgot about it in the morning because it was unfamiliar. Where was he?,"['in jail', 'homes', 'hotel', 'furniture store', 'hallway']",C
"Boredom led him to go out to the bar, there were many characters there and he what?","['meet interesting people', 'play games', 'field', 'skateboard', 'listen to music']",A
Lying can cause what when trying to find accurate information?,"['distrust', 'hurt feelings', 'confusion', 'good things', 'unhappiness']",C
"The row houses featured nearby red phone booths, where were they located?","['england', 'living less expensively', 'city', 'town', 'inside car']",A
"Jane was going to the party.  She didn't care about making friends or gorging on alcohol, she just wanted to do what?","['plan', 'meet new people', 'work', 'have fun', 'getting drunk']",D
Where can you see a mammoth in NYC?,"['refrigerator', 'museum exhibit', 'prehistoric times', 'museum of natural history', 'forest']",D
What might happen if someone is not losing weight?,"['loose skin', 'beauty', 'miss universe', 'death', 'healthier']",D
"If I have a pet bird, what does it likely live in?","['forest', 'bathroom', 'windowsill', 'countryside', 'cage']",E
A product that has been out of stock but is now restocked is what?,"['plenty', 'empty', 'abundant', 'plentiful', 'available']",E
When you are finished drinking out of a cup and want it clean you use this.,"['shelf', 'dishwasher', 'table', 'restaurant', 'paper towel']",B
"The tourist entered Mammoth cave, what state were they in?","['west virginia', 'kentucky', 'rocky hills', 'scotland', 'canyon']",B
What do we call a garden that is found in public?,"['fence', 'back yard', 'ground', 'pretty', 'park']",E
"John couldn't find a place to stay, and he didn't want to waste money.  He picked a place that was inexpensive and offered few luxuries.  Where might he be staying?","['farm', 'town', 'city', 'hotel', 'motel']",E
Which state still has wild bald eagles?,"['canada', 'cliff', 'mountains', 'captivity', 'utah']",E
