question,choices,answer
What is a form of mechanical weathering?,"['microbes breaking down rock', 'by coral exoskeletons', 'wind and erosion', 'oxygen breaking down rock', 'ice expanding in rock openings', 'removal of rock by acid rain', 'remains of prehistoric life', 'fissures of hot acidic water']",E
how do small fishlike animals with tapered bodies get around?,"['free-swimming', 'moving over land', 'heated by the sun', 'transportation', 'flying', 'gills', 'walking', 'melanin content']",A
What use energy and minerals to make food?,"['trees', 'plant life', 'humans', 'producers', 'bears', 'elephants', 'most plants', 'ferns']",D
Earthworms can regrow their segments that break off and eat what?,"['fungi', 'stem', 'soil', 'nektar', 'meat', 'deer', 'dirt', 'birds']",C
what is a laser used for producing?,"['electrical energy', 'electricity', 'electron microscope', 'density', 'light bulbs', 'rays or beams', 'sounds', 'hydrogen and oxygen']",F
When gardening what can be depleted of nutrients?,"['fertilizer', 'bacteria', 'the plant', 'coal', 'pine', 'the dirt', 'acids', 'water']",F
What process helps hormones travel throughout the body in the bloodstream?,"['hydration', 'mitosis', 'sleeping', 'sweating', 'oxygen', 'allow growth', 'eating', 'breathing']",H
What do things that cannot make their own food need as a nutrient?,"['energy', 'metal', 'animals', 'mud', 'energy', 'protein', 'prototype', 'fungi']",F
what is used for producing electricity?,"['chemical reaction', 'hydrogen and oxygen', 'boiling oxygen', 'air in motion', 'kinetic energy', 'a hydraulic system', 'condensing water', 'clouds']",D
What breaks food into nutrients for the body?,"['fully cooking the oysters', 'secretion of acids and bases', 'eating and drinking', 'the most widely used biofuel', 'the stage of citokinesis', 'to conserve energy', 'something that tapeworms do not have', 'hydration of their cells']",G
What is used to measure inches?,"['a greek letter', 'encoded information', 'a granulated cylinder', 'a tape measure', 'an external framework', 'a barometer', 'a hydraulic system', 'a graduated cylinder']",D
pollination is the fertilization step in something that is healthy when what?,"['made', 'autumn', 'summer', 'edible', 'clean', 'flowers', 'small', 'seeds']",E
what are landslides caused by?,"['mines', 'deforestation', 'movement', 'water expanding', 'waves', 'ice wedging', 'heavy rain', 'mouth of rivers']",G
What do plants to when the days get shorter?,"['produce light', 'exfoliation', 'flower', 'go dormant', 'chemical energy', 'reusing things', 'stagnate', 'move']",D
Measuring hardness of minerals requires a harder what?,"['calcium', 'as a base', 'cartilage', 'mineral', 'stoma', 'osculum', 'the same', 'weater']",D
What sea creature reproduces without gamete fusion?,"['white', 'amoeba', 'embryos', 'a fish', 'alpacas', 'swea', 'schwinn', 'polyp']",H
"When fats are not immediately used for energy by the body, what usually happens?","['they are discarded', 'heat is produced', 'they are stored for future use', 'they are stored for proteins', 'depress neuronal excitability', 'dna damage and mutations', 'they are water for future use', 'something that causes allergies']",C
What will rocks all do? ,"['bend', 'erode', 'melt', 'die', 'dance', 'run', 'survive', 'expand']",B
What forms secondary vascular tissues in trees?,"['allow growth', 'primary growth', 'secondary growth', 'in their leaves', 'end growth', 'mating', 'most plants', 'shrub beds']",C
if a habitat can no longer support animals then what is required?,"['burrowing', 'energy', 'expulsion', 'energy', 'animal behavior', 'relocation', 'fossil fuels', 'kinetic energy']",F
what does substances reacting with one another cause?,"['density', 'forces', 'vibration', 'death', 'illness', 'earthquakes', 'leptospirosis', 'volume']",C
Hearing is used for sensing _ by animals?,"['a greek letter', 'waves', 'vibrations', 'motion', 'messengers', 'humans', 'four limbs', 'some mammals']",C
What is used for adjusting to hot temperatures by some animals?,"['secretion', 'autoregulation', 'evaporation', 'hibernation', 'hormones', 'hydration', 'perspiration', 'pituitary gland']",G
What is used for generating heat by burning?,"['carbon dioxide', 'sunlight', 'calcite', 'calcium carbonate', 'water', 'ice', 'peachleaf willow', 'fossil fuels']",H
what helps absorb sugar from the blood?,"['exercise', 'mammals', 'acetic acid', 'glucose', 'vinegar', 'pancreas', 'a chime', 'sweating']",F
What reads the genetic code in mRNA and makes a chain of amino acids?,"['animals', 'it needs them', 'a computer', 'translation', 'a greek letter', 'peachleaf willow', 'more abundant', 'humans']",D
What convert electricity into light and heat energy?,"['cats', 'copper', 'leds', 'trains', 'cars', 'cells', 'energy', 'buses']",C
what does a generator use?,"['acid', 'engines', 'air', 'cycles', 'a kernel', 'water', 'fossil fuel', 'to move people']",G
How do you calculate water?,"['they body they live in', 'with a scale', 'chemical equations', 'a graduated cylinder', 'a thermometer', 'temperature', 'with a gauge', ""it's bodily water decreases""]",D
Cancer and tumors are a result of specific types of:,"['organs', 'cigarettes', 'radiation', 'layers of fat', 'gene damage', 'rays or beams', 'chemical energy', 'the skin']",E
"With the exception of allergies, what may cause a person to seek medical attention?","['contact with latex', 'a tree falling', 'organs within the body', 'contact with baby chicks', 'prolactin release', 'contact with peanut butter', 'hypothyroidism', 'contact with microorganisms']",H
what uses cell division to grow and repair itself?,"['amoeba', 'fungi', 'density', 'animals', 'h2o', 'plants', 'clouds', 'grass']",F
development by humans can cause animals to what?,"['body temperature reduces', 'depress neuronal excitability', 'have offspring', 'abnormal cell growth', 'move to different locations', 'become pets', 'temperature changing', 'live longer']",E
What is caused by moving a magnet in a coil of copper wire?,"['heat is produced', 'flow of electric charge', 'kinetic energy', 'exposure to cold', 'light energy', 'electron transport', 'electromagnetic energy', 'heat production']",B
What doesn't a phase change alter?,"['glaciers', 'our star', 'hormones', 'weight', 'temperature', 'warmth', 'an object', 'trout']",D
what causes global warming?,"['storms', 'oil', 'cars', 'coal', 'air', 'wind', 'carbon', 'water']",D
Fire converts energy into something people use for what?,"['survival', 'food', 'mating', 'exercise', 'removing', 'cooking', 'warmth', 'stealing']",F
What is one thing fish cannot make?,"['babies', 'nests', 'matter', 'fat', 'edible', 'energy', 'bubbles', 'food']",H
Reducing temperature changes what?,"['evaporation', 'dehydration', 'solids to gases', 'gases to liquids', 'liquids to solids', 'quality of life', 'solids to liquids', 'they may not survive']",E
Faulting of rock in Earth 's crust causes what?,"['friction', 'conversion', 'mitosis', 'loose soil', 'tremors', 'movement', 'crust', 'waves']",E
What helps digest fats?,"['slows down', 'protein', 'stomach acidity', 'intestinal', 'chondrocytes', 'some prokaryotes', 'water', 'air']",C
Burning what substances increases carbon in the atmosphere?,"['co2', 'oil', 'tar', 'gas', 'cfcs', 'cars', 'coal', 'peat']",B
What does creating paper do?,"['duplicate itself', 'makes the air dirtier', 'makes food', 'cleans the air', 'converting electricity to heat', 'to move people', 'plant growth is reduced', 'lengthens tree life']",B
Temperature falls from the equator to ,"['south africa', 'antarctica', 'asia', 'our planet', 'summer', 'during the day', 'south america', 'it decreases']",B
how is salt produced?,"['flow of electrons', 'solid liquid gas', 'chemical messengers', 'solutions', 'physical weathering', 'it gets heated up', 'near the shoreline', 'heating water']",H
what are able to increase the amount of nutrients in the soil,"['frogs', 'farms', 'mussels', 'bacteria', 'clams', 'plants', 'acid rains', 'tractors']",D
planted seeds can be what in a greenhouse,"['protected', 'support', 'blown by wind', 'reproduce', 'dormant', 'rained on', 'growth', 'eaten by birds']",A
Where do bees get nectar?,"['air', 'honey', 'a producer', 'orange', 'lamphreys', 'a hosta', 'flowers', 'water']",G
Asthma attacks can be triggered by,"['allergens', 'hormones', 'bad weather', 'lymphocytes', 'rifles', 'wheezing', 'night sweats', 'estrogen']",A
what plays to learn how to behave?,"['opossums', 'humans', 'people', 'fish', 'exercise', 'ants', 'h2o', 'catabolism']",A
what adults are barrel-shaped?,"['sea squirts', 'fertile', 'homogenous', 'reproduce', 'length', 'insects', 'barnacles', 'survive']",A
What causes breezes?,"['stable temperatures', 'a tree falling', 'uneven heating of the earth', 'degrees celsius', ""earth's atmosphere circulation"", 'fissures of hot acidic water', 'movement of the planets', 'moon phases']",C
pushing with strokes on a bike cause that bike to what,"['lift', 'bend', 'bounce', 'power', 'move', 'break', 'motion', 'speed']",E
what gets changed into natural gas due to heat and pressure?,"['mussels', 'oxygen', 'glass', 'clams', 'animals', 'most plants', 'temperature', 'dinosaurs']",H
What creates winter?,"['slowing the transfer of heat', 'ice expanding in rock openings', 'earth spinning on its axis', 'earth revolves around the sun', 'a hemisphere is tilted toward the sun', 'a hemisphere is tilted away from the sun', 'lack of moisture in the air', 'mechanical weathering']",F
Humans can use  fungus for ,"['health', 'shelter', 'edible', 'clothing', 'food', 'medicine', 'growth', 'life']",E
what happens in response to change in environment?,"['plant growth is reduced', 'the wearing away of rock', 'lifeforms change their pattern', 'antimatter', 'density changes', 'warm air moving into cold air', 'erosion from rivers', 'gravity changes']",C
Lungs are used for breathing air by animals with what?,"['unidirectional', 'exoskeleton', 'contracting', 'fins', 'four limbs', 'gills', 'kinetic energy', 'eight eyes']",E
What do biologists use microscopes for?,"['rays or beams', 'deoxyribonucleicacid', 'to listen for bacteria', 'an object is seen', 'mutations', 'to record data', 'to see quarks', 'to see bacteria']",H
What in an airplane can mutate organisms?,"['an anion', 'damages them', 'jet fuel', 'light energy', 'toxicity', 'allergies', 'kill them', 'heat']",C
The offspring of two humans with albinism are always,"['fertile', 'haploid', 'similar', 'albino', 'short', 'near-sighted', 'retarded', 'unique']",D
what causes the ground to shake?,"['high temperature', ""movements in the earth's crust"", 'human migration', 'exposure to cold', 'cloud formation', 'energy of moving objects', 'soil', 'degrees celsius']",B
What do you experience when your side of the earth is away from the sun,"['haze', 'summer', 'heat', 'cold', 'winter', 'climate', 'sweating', 'rain']",E
What compound or substance can frogs smell and taste?,"['herbicide', 'hydrocarbons', 'chemicals', 'acids', 'acetic acid', 'an object', 'thirst', 'pesticides']",C
Tissue made of  what is used for feeling by animals?,"['protein', 'fats', 'cells', 'neurones', 'mucus', 'vibrates', 'cartilage', 'keratin']",H
How are genetic traits passed down to offspring?,"['through mucus', 'through chromosomes', 'through bacteria', 'plant reproduction', 'through the environment', 'through play', 'males and females', 'deoxyribonucleic acid']",B
where do many ocean organisms find food and shelter?,"['earth orbiting the sun', 'the environment', 'clams', 'lakes', 'gastropod shells', 'coastlines', 'near the shoreline', 'deep sea']",G
What causes growth in organisms?,"['cell isolation', 'cell division', 'chemical energy', 'plant reproduction', 'burning coal', 'glucose', 'hormones', 'cell separation']",B
What helps prevent injuries to children in cars?,"['seat belts', 'melanin content', 'magnesium', 'melanin amount', 'radio', 'legroom', 'roof storage', 'chemicals']",A
What causes the growth of a living organism?,"['accumulation of wealth', 'cell mitosis', 'starvation', 'organic compounds', 'gene flow', 'organic molecules', 'infections', 'genetic material']",B
Meiosis is the type of _ that produces ova and spermatozoa.,"['permineralization', ""an organism's body"", 'animals', 'plant reproduction', 'most plants', 'chemical energy', 'rapid expansion', 'cell division']",H
What is the process of organized images falling on the retina?,"['slows', 'collage', 'a wave', 'motion', 'conjunction', 'photochemistry', 'seesaw', 'sight']",H
What are scorpions?,"['strong', 'infected', 'insects', 'animals', 'fertile', 'catch prey', 'long tail', 'dangerous']",C
What is used to attract birds to flowering plants?,"['cellulose', 'collagen', 'chemicals', 'energy', 'seeds', 'a chime', 'nectar', 'hormones']",G
What do anemometers measure?,"['cold', 'inches', 'weight', 'rain', 'storms', 'wind', 'water', 'waves']",F
sugar causes food to taste how?,"['dry', 'salty', 'sour', 'positive', 'ligt', 'similar', 'glucose', 'tempting']",H
A scientist who is a space explorer requires what for extended flights?,"['preserved food', 'salt and water', 'hydration', 'a hydraulic system', 'useless heavy objects', 'short-lived food', 'hydrate their cells', 'perishable food']",A
What is able to make food using inorganic molecules?,"['trees', 'potatoes', 'ozone', 'organic fertilizer', 'bacteria', 'a plant', 'a consumer', 'fungi']",F
What help prokaryotes move?,"['glucose', 'cats', 'cilia', 'alveoli', 'energy', 'energy', 'other bacteria', 'hair']",C
Receptors in the lining of the nose are:,"['heat or cold', 'larger than the nose', 'tastebuds', 'used to find food', 'insect', 'barrel-shaped', 'segmented', 'messengers']",D
What is one way animals learn to behave?,"['garbage', 'generating heat', 'space travel', 'running and lifting', 'time and energy', 'exercise', 'money', 'riding a bike']",E
Marine annelids can make a swimming larvae called what?,"['barnacles', 'survive', 'graptolites', 'epidermal', 'something to move', 'a trochophore', 'fertile', 'permineralization']",F
What can use energy in order to make food for itself and others?,"['organisms', 'mollusks', 'trees', 'microbes', 'seeds', 'chlorophyll', 'plants', 'animals']",G
What communicates with subtle scents?,"['bears', 'viruses', 'bacteria', 'birds', 'bats', 'ants', 'koalas', 'phytoplankton']",F
What are molecules that the immune system recognizes as foreign to the physical entity?,"['bacteria', 'proteins', 'antibodies', 'allergies', 'negative', 'immunities', 'parasites', 'antigens']",H
What do producers use to make food?,"['bees', 'pesticides', 'glucose', 'the sun', 'utensils', 'stove', 'sunlight', 'recipe']",D
What is one method of fixing DNA mutations?,"['exfoliation', 'agriculture', 'ligt', 'evaporation', 'a computer', 'acetic acid', 'cooking', 'excision']",H
plant reproduction requires bats to spread their what?,"['packets', 'light', 'energy', 'seeds', 'stones', 'energy', 'sugar', 'pills']",D
Freshwater biomes contain water that contains little to no what?,"['cations', 'acids', 'nutrients', 'sodium', 'pollution', 'animals', 'plants', 'water']",D
When does a fertilized egg become an offspring?,"['prokaryotic cells', ""when it's born"", 'unicellular organisms', 'after the snow melts', 'heated by the sun', 'when it dies', 'angiosperm', 'synchronous']",B
What can acetic acid do to the eyes?,"['treat cataracts', 'harm them', 'relieve pain', 'dehydration', 'kill them', 'hydrate them', 'protect them', 'cleanse them']",B
Crabs scavanage and uses dead snail shells for what?,"['rna', 'homes', 'making holes', 'damage', 'a hosta', 'protein', 'matter', 'building a nest']",B
What lays their eggs in a burrow?,"['no mammals', 'all mammals', 'dogs', 'animals', 'honeybees', 'insects', 'some mammals', 'alpacas']",G
Water that is not what can have a negative impact on the body?,"['salinity', 'chemicals', 'sweat', 'an object', 'tested', 'deadly', 'dangerous', 'dead']",E
What can you use to see in the dark?,"['photons', 'light', 'fibers', 'more darkness', 'eyes', 'bushes', 'glasses', 'heat energy']",B
measuring the hardness of minerals requires doing what to them?,"['trigonometry', 'cartilage', 'feedback', 'cladistics', 'osculum', 'damaging', 'surface', 'treatment']",F
What is one thing a breathing mask can protect you from?,"['sulfate particles', 'enormous damage to homes', 'massive damage', 'too much air', 'dehydration', 'electromagnetic radiation', 'choking on food', 'influenza']",A
if all members of a species cannot produce offspring it affect,"['food consumption', 'carbon production', 'animal survival', 'plant reproduction', 'deforestation', 'biological diversity', 'population movement', 'the male sex cells of plants']",F
An example parasites are,"['mites', 'vines', 'weeds', 'small', 'orchids', 'harmful', 'fungus', 'insects']",A
Applying high temperature in the presence of what can cause an object to burn/,"['heat', 'toxins', 'energy', 'oxygen', 'sweating', 'energy', 'pollution', 'expand']",D
What is formed when solvants are dissolved?,"['salinity', 'solids', 'calcite', 'bacteria', 'moistures', 'patch reefs', 'solutions', 'liquids']",G
Passive immunity lasts when the antibodies survive in something containing what?,"['fever', 'leptospirosis', 'resistance', 'chlorophyll', 'potassium', 'disease', 'bacteria', 'parasites']",E
Many muscle fibers contracting at once can be induced by,"['exposed genitalia', 'exposure to heat', 'sweating', 'exposed biceps', 'mechanical waves', 'electrical energy', 'exposure to cold', 'veins and arteries']",G
How do hormones maintain balance,"['saves lives', 'prevent injuries', 'tissue made of chondrocytes', 'melanin content', 'key element', '70-75 degrees fahrenheit', 'synchronous', 'with feedback loops']",H
What forms into peat through extreme heat and pressure over time?,"['bamboo', 'desiccation', 'burrs', 'elms', 'moss', 'coal', 'candy', 'meat']",E
What is critical?,"['balance', 'oxygen', 'recovery', 'electrical', 'heat', ""sun's heat"", 'stay warm', 'stamina']",A
Friction causes the heat of an object to do what?,"['increase', 'energy', 'slowing it down', 'energy', 'it expands', 'decrease', 'evaporation', 'stay the same']",A
What are proteins the building blocks of?,"['plants growth', 'athletes', 'cell walls', 'cytoplasm', 'humans', 'organisms', 'health', 'atoms']",F
Arteries in the body are able to carry what?,"['saliva', 'breathe', 'water', 'air', 'oxygen', 'blood', 'veins', 'liquid']",F
Black sand can do what to the sun?,"['protection', 'heating', 'destruction', 'saves lives', 'injure them', 'damaging', 'block out', 'danger']",G
What does not change mass?,"['an object', 'gravity', 'density', 'bullfrogs', 'energy', 'blastoids', 'melting', 'volume']",G
Why do animals eat stems?,"['animal survival', 'a transportation fuel', 'it keeps an organism warm', 'it gets more light', 'basic building blocks of life', 'plants store liquids there', 'it needs them', 'help plants grow']",F
What can cause plants to die?,"['planting flowers', 'winter', 'pollution', 'condensation', 'photosynthesis', 'sulfur', 'coal', 'bacteria']",F
What forms sinkholes?,"['spring', 'gasoline', 'leds', 'worms', 'dogs', 'rain', 'rivers', 'fruit']",F
What would prevent a protist from moving?,"[""if it's eating"", 'layers of fat', 'gravity', 'greenhouse gases', 'chemical energy', ""if it's alive"", ""if it's wet"", ""if it's dry""]",H
"What are some examples of radial, tentacled animals that live mostly in the seas?","['jellyfish and corals', 'sea anemones', 'some anthozoans', 'unicellular organisms', 'animal', 'symmetrical', 'close relatives of coral', 'far fewer in number']",A
what do flowers tend to attract?,"['insects', 'hummingbirds', 'honeybees', 'orchids', 'seagulls', 'disease', 'h2o', 'colors']",B
What is the force that causes objects to push or attract each other?,"['speed', 'gravity', 'friction', 'energy', 'heat energy', 'magnetism', 'quadriceps', 'flotation']",F
bone is stronger but less what than the material that covers it,"['surface', 'weight', 'flexible', 'key element', 'damaging', 'viscous', 'fluid', 'money']",C
where to ethologists usually study how animals behave?,"['landscapes', 'natural selection', 'home', 'habitat', 'fields', 'summer', 'seasons', 'zoo']",D
Medicine can cure humans when they are,"['adult', 'healthy', 'fit', 'type o', 'tired', 'worms', 'sick', 'unsafe']",G
How do we know the lineage of therapsids?,"['laboratory', 'dinosaurs', 'prokaryotic cells', 'some anthozoans', 'fossil record', 'oral tradition', 'polygenic', 'calibrated']",E
plants live just about everywhere where?,"['body water', 'outer space', 'most plants', 'mars', 'our planet', 'trees', 'mouth of rivers', 'seasons']",E
What do ecosystems use sunlight for?,"['recovery', 'food', 'darkness', 'growth', 'trials', 'pain', 'stay warm', 'cooking']",D
Stratified rock forms what?,"['calcium carbonate', 'hurricanes', 'soft soil', 'permineralization', 'the himalayas', 'hard outer covering', 'snow', 'glaciers']",E
What usually results from getting shots?,"['heat produced', 'susceptibility to disease', 'limb amputation', 'a lot of human deaths', 'death and devastation', 'healing', 'resistance to disease', 'confusion']",G
"When metal is warmed, the transfer of heat does what to metal?","['expands', 'energy', 'breaks', 'blossoms', 'burning', 'voltage', 'improve', 'decreases']",A
What increases the temperature of a bearing?,"['metal type', 'water', 'friction', 'energy', 'wind', 'speed', 'vaporization', 'energy']",C
What undergoes alternation of generations?,"['seeds', 'oak', 'trees', 'flowers', 'animals', 'conifers', 'insects', 'plants']",H
Many _ can cause the immune system to not work properly.,"['fever', 'bacteria', 'radiation', 'fungi', 'a drug', 'allergies', 'cancers', 'toxicity']",G
Wind and rain contribute to a process that can change what?,"['our lives', 'our caverns', 'important habitats', 'loose soil', 'watershed', 'our landscape', 'coastlines', 'our property lines']",F
An animal requires what for survival?,"['a pillow', 'a collar', 'a leash', 'stamina', 'water', 'protein', 'food', 'enzymes']",E
What causes harm to an organism?,"['vibrations', 'influenza', 'electricity', 'electrolytes', 'static shock', 'electric shock', 'viruses', 'cigarettes']",F
How can sunlight get to plants surrounding an oak?,"['the oak can get wider', 'at or near the margins', 'the oak can fall', 'the oak can stay in place', 'competing for resources', 'hydrogen and oxygen', 'the oak can get taller', 'by indirect light']",C
What has a tail?,"['squids', 'bats', 'tomatoes', 'sharks', 'trout', 'humans', 'rocks', 'mammal']",D
An organism is impacted negatively if it is,"['imbalanced', 'influenza', 'too confused', 'sick', 'too wet', 'too hot', 'slightly cold', 'disease']",F
what does bone provide protection for?,"['health', 'humans', 'clouds', 'skin', 'the heart', 'layers of fat', 'prime rib', 'athletes']",E
What do plants use to attract pollinators?,"['something made from fermented ricce', 'something made primarily of oxygen and nitrogen', 'something that is secreted in a shallow cup', 'something that grows into the ground', 'chain called a polynucleotide', 'something that vaporizes into the air', 'something that grows on a bush', 'chemical compound nacl']",C
Most what o not have to deal with extremes of temperature or moisture?,"['boys', 'snails', 'cilia', 'ferns', 'apples', 'cells', 'fish', 'fat']",G
What has a centralized nervous system with a brain?,"['birds', 'pan', 'virus', 'sharks', 'man', 'trout', 'leech', 'parasite']",F
Pesticides do what to plants by killing predators?,"['kill them', 'decrease stamina', 'protect them', 'massive damage', 'toxins', 'animals', 'hydrate them', 'burn them']",C
What converts heat energy into mechanical energy?,"['animal transport', 'kinetic energy', 'all animals', 'dangerous', 'an engine', 'objects that have mass', 'tropical cyclones', 'electricity']",G
What do some female mammals lack?,"['epidermal', 'vision', 'uterus', 'alleles', 'fur', 'a cuticle', 'eardrum', 'alveoli']",C
what gets increased in the soil from decomposition?,"['sugar', 'glycogen', 'energy', 'bushes', 'bamboo', 'cations', 'bacteria', 'energy']",F
What kind of coloring do chomoplasts make?,"['fat', 'move', 'red', 'grow', 'rna', 'skin', 'eyes', 'dna']",C
an incandescent light bulb converts electricity into light by sending electricity through what?,"['hair-thin molecules', 'hair-thin spokes', 'epidermis and dermis', 'hydrogen and oxygen', 'activation energy', 'an electron lens', 'hair-thin hairs', 'hair-thin fibers of glass']",H
What is motion sickness related to?,"['smell', 'sight', 'balance', 'heat', 'body', 'disease', 'athletes', 'humans']",C
The what blood is highest in arteries and lowest in veins?,"['ligt', 'humans', 'sugar', 'liquid', 'glucose', 'co 2', 'force', 'man']",G
Water vapor goes from where to the atmosphere in transpiration?,"['trees', 'soils', 'nacl', 'pan', 'roots', 'peat', 'spring', 'oaks']",H
What does the deposition of the sperm into the vagina sometimes lead to?,"['destruction', 'pregnancy', 'danger', 'antigens', 'expression', 'amebiasis', 'pre- menstrual symptoms', 'unsafe']",B
lightning can cause what to be destroyed ,"['cartilage', 'neurones', 'forests', 'our planet', 'damaging', 'rocks', 'wildfire', 'reefs']",C
what dies if it becomes too cold?,"['plants', 'starfish', 'trout', 'planets', 'trees', 'ice', 'bears', 'clouds']",A
What happens to the number of different organisms in a habitat from the poles to the equator?,"['heat produced', ""it's unmeasurable"", 'temperature', 'stays the same', 'more abundant', 'increases', 'decreases', 'seasons']",F
What is used for detecting prey and avoiding danger by animals?,"['messengers', 'feeding', 'hiding', 'hearing', 'hormones', 'eating', 'energy', 'the eyes']",D
Bees and other insects are attracted on purpose by what?,"['colors', 'orchids', 'human food', 'chemicals', 'flowers', 'humans', 'pollen', 'perfume']",E
Lasers produce beams that are:,"['photons', 'coherent', 'laboratory', 'dangerous', 'electricity', 'diode', 'xenon', 'positive']",B
Bulbs can be classified as what shape,"['a prism', 'leds', 'barrel', 'grow', 'complex', 'flowers', 'grow well', 'orchids']",C
Dead organisms can create energy after what?,"['burning', 'winter', 'mutations', 'cooking', 'cycles', 'summer', 'freezing', 'gunshots']",A
What are vital to body processes?,"['alveoli', 'light energy', 'fur and fat', 'energy', 'heat energy', 'minerals', 'energy', 'oxygen']",F
What may bend light rays?,"['fibers', 'prism', 'an ion', 'sun', 'a wave', 'lightbulb', 'forces', 'flashlight']",B
What causes limestone to smooth?,"['contact', 'coffin', 'hair', 'erosion', 'bacon', 'rainfall', 'friction', 'loose soil']",A
Plasma cells are activated B cells that secrete what?,"['leptospirosis', 'activated charcoal', 'cellular phone services', 'sweat', 'major threat to health', 'warriors of the body', 'something that causes allergies', 'chemical energy']",F
What can distracted driving cause?,"['death', 'fun', 'injury', 'safety', 'alcohol', 'herpes', 'disease', 'productivity']",A
_ can change liquid to gas.,"['magnetism', 'cycles', 'energy', 'vapors', 'condensation', 'gravity', 'thirst', 'heat']",H
What can destroy cancer cells?,"['massive damage', 'heart monitor', 'antibodies', 'rays or beams', 'belt', 'cancer', 'pollution', 'adding heat']",C
Building housing developments usually requires replacing what?,"['money', 'gold reserves', 'deuterostomes', 'one celled organisms', 'loose soil', 'swamp vegetation', 'animal burrows', 'clocks']",G
what contains DNA?,"['ovum', 'dna', 'hpv', 'p53', 'hiv', 'o3', 'rna', 'gene']",E
What allows one to sense and maintain body position?,"['kinetic functions', 'proprioceptive functions', 'fencing response', 'magic functions', 'riding a bike', ""that material's properties"", 'by keeping them warm', 'sensory neurons']",B
What is generally similar across species?,"['tail fins', 'our star', 'the eyes', 'vision', 'mating', 'flowers', 'bushes', 'alpacas']",E
What can be found inside a cell?,"['ovum', 'dna', 'gene', 'soil', 'liver', 'cell wall', 'rna', 'p53']",B
what happens when sweat wets the skin?,"['digestion', 'body temperature reduces', 'liquid precipitation', 'temperature changing', 'body temperature increases', 'heat produced', 'retaining heat', 'condensation']",B
What pulls objects towards Earth?,"['gravitating', 'wind', 'forces', 'gravitational waves', 'gravity', 'radio waves', 'heat', 'rivers']",E
what can change a substance to a liquid,"['heat', 'nacl', 'mixing', 'filling container', 'storms', 'energy', 'vapors', 'spraying']",A
zinc has a positive impact after what,"['surgery', 'leukemia', 'cooking', 'cycles', 'cancer', 'disease', 'exercise', 'the skin']",A
What does carrying offspring from fertilization until birth result in?,"['flowers', 'dna', 'a zygote', 'a baby', 'a quark', 'growth', 'sperm', 'hormones']",D
Many consumers feed at more than one what?,"['farm to table empire', 'cattle ranch', 'decibels', 'space station', 'kinetic energy', 'nutrient level', ""an organism's body"", 'veins and arteries']",F
Digestion breaks down what into components the body can absorb?,"['breathing', 'fat', 'fruits', 'sugar', 'boiling', 'rice', 'apples', 'cooking']",F
What requires sleep?,"['ice', 'rocks', 'amphibians', 'humans', 'dolphins', 'snail', 'the sun', 'healing']",H
What do the basic bulding blocks of life share?,"['food and shelter', 'same color', 'same structures', ""an organism's body"", 'same shape', 'layers of fat', 'veins and arteries', 'same temperature']",C
What can make photosynthesis more accessible to surrounding plants?,"['energy', 'a giant earthquake', 'circulatory systems', 'organic molecules', 'a tree falling', 'a huge fire', 'a great flood', 'solar energy']",E
What does a tape measure do?,"['observe appearance', 'measure weight', 'measure density', 'measure distance', 'focusing a lens', 'objects that have mass', 'lowered energy cost', 'duplicate itself']",D
What is needed by living things?,"['hate', 'sunlight', 'chemical energy', 'pain', 'love', 'hydration', 'the atmosphere', 'energy']",G
"When a hemisphere is tilted towards the sun, that hemisphere does what in the sunlight?","['by indirect light', 'flow of electrons', 'grows papaya trees', 'enormous damage to homes', 'evaporation', 'reflecting light', 'observe it', 'it gets heated up']",C
what do biologists use a microscope to see by making them appear bigger?,"['sea urchins', 'squids', 'jellyfish', 'bioaerosols', 'tunicates', 'most cephalopods', 'mussels', 'tiny polyps']",D
What balances the soil?,"['rivers', 'salinity', 'nutrients', 'heat', 'compost', 'earthworms', 'roundworms', 'annelids']",E
what do cactuses save?,"['water', 'germs', 'energy', 'dirt', 'oxygen', 'soil', 'survive', 'frogs']",A
what conductor may become hot if exposed to heat?,"['copper', 'metal', 'leds', 'gas', 'rubber', 'coal', 'oxygen', 'oak']",B
What do physicians generally give people when they are sick?,"['lymph fluid', 'prosthesis', 'antibodies', 'peristalsis', 'lollipops', 'male gametes', 'antigens', 'prescriptions']",H
how do humans communicate?,"['simply', 'electrically', 'sensory neurons', 'by indirect light', 'firm hugs', 'smell', 'linguistically', 'touch']",G
What can result in extinction?,"['harming an animal species', 'scattered light', 'exposure to cold', 'ignoring an animal species', 'deforestation', 'helping an animal species', 'dna damage and mutations', 'growing food for animals']",A
Which of these insects can harm living things?,"['their hosts', 'eukyarotes', 'kill them', 'cause their death', 'parasites', 'female mosquitoes', 'tapeworms', 'a pathogens']",F
what does fire provide?,"['warmth', 'fuel', 'light', 'water', 'ice', 'air', 'oxygen', 'cells']",C
What does pressure do to the temperature of an object?,"['decreases', ""it's unmeasurable"", 'increases', 'reduce', 'vaporization', 'cool off', 'it expands', 'stays the same']",C
what high-mass object forms black holes?,"['layers of fat', 'an object', 'dead stars', 'moons', 'graptolites', 'shooting stars', 'milky way', 'it expands']",C
What is described in terms of temperature and water in the air?,"['storms', 'climate', 'mass', 'seasonal', 'winter', 'density', 'length', 'fluid']",B
